search_term	prefix	rule_name	confidence	all_fields_raw_rows	prior_accepted_rows	non_target_organism_rows	target_organism_rows	clear_noise_rows	current_policy_recommendation	field_strategy_recommendation	example_title
NETO[All Fields] AND 250[All Fields]	NETO	contextual_reference_code	medium	4	0	4	0	4	manual_review_only	manual_review_only	WRA2
OS[All Fields] AND 901[All Fields]	OS	contextual_reference_code	medium	4	0	4	0	4	manual_review_only	manual_review_only	Human sample from Homo sapiens
PD[All Fields] AND 772[All Fields]	PD	known_collection_prefix	high	4	0	4	0	4	manual_review_only	manual_review_only	"Non-tumor DNA sample from Blood of a human female participant in the dbGaP study ""Genome-Wide Association Study of Parkinson Disease"""
R[All Fields] AND 5214[All Fields]	R	source_context_single_letter_code	low	4	0	4	0	4	manual_review_only	manual_review_only	EX2205_D07_05B
XV[All Fields] AND 69[All Fields] AND 1[All Fields]	XV	contextual_reference_code	medium	4	0	4	0	4	manual_review_only	manual_review_only	Metagenome-assembled genome: binchicken_co327_143
CFBP[All Fields] AND 2523[All Fields]	CFBP	known_collection_prefix	high	20	17	3	17	0	keep_default	replace_all_fields_with_text_word_and_organism_then_pilot_attribute	Xal control, rep 1
XCP[All Fields] AND 3[All Fields]	XCP	contextual_reference_code	medium	4	1	3	1	3	manual_review_only	replace_all_fields_with_text_word_and_organism	MCF-7 XCP 3
XCP[All Fields] AND 4[All Fields]	XCP	contextual_reference_code	medium	4	1	3	1	3	manual_review_only	replace_all_fields_with_text_word_and_organism	MCF-7 XCP 4
ATCC[All Fields] AND 13463[All Fields]	ATCC	known_collection_prefix	high	3	0	3	0	3	manual_review_only	manual_review_only	Oligella urethralis NBRC 14589
ATCC[All Fields] AND 13637[All Fields]	ATCC	known_collection_prefix	high	3	0	3	0	1	manual_review_only	manual_review_only	CDPH_C51
ATCC[All Fields] AND 17992[All Fields]	ATCC	known_collection_prefix	high	3	0	3	0	0	manual_review_only	manual_review_only	Microbe sample from Acinetobacter baumannii
ATCC[All Fields] AND 17993[All Fields]	ATCC	known_collection_prefix	high	3	0	3	0	0	manual_review_only	manual_review_only	Microbe sample from Acinetobacter baumannii
ATCC[All Fields] AND 17998[All Fields]	ATCC	known_collection_prefix	high	3	0	3	0	1	manual_review_only	manual_review_only	gyrA(S81L) parC(S84L) ∆bfmS
ATCC[All Fields] AND 49725[All Fields]	ATCC	known_collection_prefix	high	3	0	3	0	0	manual_review_only	manual_review_only	Microbe sample from Corynebacterium accolens
B[All Fields] AND 11059[All Fields]	B	source_context_single_letter_code	low	3	0	3	0	3	manual_review_only	manual_review_only	Bacillus badius NBRC 15713
B[All Fields] AND 7797[All Fields]	B	source_context_single_letter_code	low	3	0	3	0	3	manual_review_only	manual_review_only	Metagenome-Assembled Genome spire_mag_00973367 in SPIRE v01 classified as Limnohabitans_A
CHAND[All Fields] AND 1[All Fields]	CHAND	person_or_local_reference_code	low	3	0	3	0	3	manual_review_only	manual_review_only	Pathogen: environmental/food/other sample from Bipolaris sorokiniana
H[All Fields] AND 5809[All Fields]	H	source_context_single_letter_code	low	3	0	3	0	3	manual_review_only	manual_review_only	Model organism or animal sample from Halieutopsis
ICMP[All Fields] AND 13[All Fields]	ICMP	known_collection_prefix	high	3	0	3	0	3	manual_review_only	manual_review_only	MIGS Eukaryotic sample from Pseudopithomyces angolensis
ICMP[All Fields] AND 173[All Fields]	ICMP	known_collection_prefix	high	3	0	3	0	3	manual_review_only	manual_review_only	MIGS Eukaryotic sample from Pseudopithomyces chartarum
ICMP[All Fields] AND 50[All Fields]	ICMP	known_collection_prefix	high	3	0	3	0	3	manual_review_only	manual_review_only	PdpICMP529
ICMP[All Fields] AND 82[All Fields]	ICMP	known_collection_prefix	high	3	0	3	0	2	manual_review_only	manual_review_only	MIGS Eukaryotic sample from Pseudopithomyces pavgii
ICMP[All Fields] AND 90[All Fields]	ICMP	known_collection_prefix	high	3	0	3	0	3	manual_review_only	manual_review_only	PsvICMP13519
LMG[All Fields] AND 534[All Fields]	LMG	known_collection_prefix	high	3	0	3	0	3	manual_review_only	manual_review_only	Streptomyces tendae NBRC 12822
LMG[All Fields] AND 733[All Fields]	LMG	known_collection_prefix	high	3	0	3	0	3	manual_review_only	manual_review_only	Geobacillus stearothermophilus NBRC 13737
NCTC[All Fields] AND 10275[All Fields]	NCTC	known_collection_prefix	high	3	0	3	0	0	manual_review_only	manual_review_only	NCTC10275
VIG[All Fields] AND 5[All Fields]	VIG	general_code_candidate	low	3	0	3	0	3	manual_review_only	manual_review_only	"Landrace ""Nostrano Vig di Ton"" individual number: 5"
XG[All Fields] AND 102[All Fields]	XG	general_code_candidate	low	3	0	3	0	3	manual_review_only	manual_review_only	Sample 102
XH[All Fields] AND 112[All Fields]	XH	contextual_reference_code	medium	3	0	3	0	3	manual_review_only	manual_review_only	GD_XH_3
XM[All Fields] AND 130[All Fields]	XM	contextual_reference_code	medium	3	0	3	0	3	manual_review_only	manual_review_only	JH21W-20-130_L2_392X92
NCPPB[All Fields] AND 2005[All Fields]	NCPPB	ncppb_number	high	13	3	2	11	1	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Microbe sample from Xanthomonas vasicola pv. musacearum
CFBP[All Fields] AND 1976[All Fields]	CFBP	known_collection_prefix	high	5	0	2	3	0	manual_review_only	manual_review_only	Microbe sample from Xanthomonas citri pv. citri
ICMP[All Fields] AND 189[All Fields]	ICMP	known_collection_prefix	high	4	2	2	2	1	keep_strict_profile	replace_all_fields_with_text_word_and_organism_then_pilot_attribute	MIGS Eukaryotic sample from Pseudopithomyces chartarum
LMG[All Fields] AND 730[All Fields]	LMG	known_collection_prefix	high	4	2	2	2	2	keep_strict_profile	replace_all_fields_with_text_word_and_organism_then_pilot_attribute	Xanthomonas translucens pv. phlei LMG 730
ICMP[All Fields] AND 7[All Fields]	ICMP	known_collection_prefix	high	3	1	2	1	2	keep_strict_profile	replace_all_fields_with_text_word_and_organism_then_pilot_attribute	MIGS Eukaryotic sample from Pseudopithomyces pavgii
KEMP[All Fields] AND 41[All Fields]	KEMP	person_or_local_reference_code	low	3	1	2	1	2	manual_review_only	manual_review_only	Metagenome or environmental sample from root metagenome
LMG[All Fields] AND 535[All Fields]	LMG	known_collection_prefix	high	3	1	2	1	2	keep_strict_profile	replace_all_fields_with_text_word_and_organism_then_pilot_attribute	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris
LMG[All Fields] AND 860[All Fields]	LMG	known_collection_prefix	high	3	1	2	1	2	keep_strict_profile	replace_all_fields_with_text_word_and_organism_then_pilot_attribute	MIGS Cultured Bacterial/Archaeal sample from Xanthomonas campestris
LMG[All Fields] AND 940[All Fields]	LMG	known_collection_prefix	high	3	0	2	1	2	manual_review_only	manual_review_only	Salimicrobium halophilum NBRC 102426
MILLER[All Fields] AND 5262[All Fields]	MILLER	person_or_local_reference_code	low	3	1	2	1	2	manual_review_only	manual_review_only	"Sample from a human female participant in the dbGaP study ""National Heart, Lung, and Blood Institute (NHLBI) Bench to Bassinet Program: The Gabriella Miller Kids First Pediatric Research Program of the Pediatric Cardiac Genetics Consortium (PCGC)"""
NCPPB[All Fields] AND 1981[All Fields]	NCPPB	ncppb_number	high	3	0	2	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xanthomonas sp. NCPPB 3443
PHYL[All Fields] AND 1[All Fields]	PHYL	contextual_reference_code	medium	3	1	2	1	2	manual_review_only	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xanthomonas axonopodis pv. phyllanthi (Sabet et al. 1969) Vauterin et al 1995 NCPPB 2066
ATCC[All Fields] AND 11639[All Fields]	ATCC	known_collection_prefix	high	2	0	2	0	2	manual_review_only	manual_review_only	Streptomyces antibioticus NBRC 3126
ATCC[All Fields] AND 11676[All Fields]	ATCC	known_collection_prefix	high	2	0	2	0	0	manual_review_only	manual_review_only	Arthrobacter luteolus NBRC 107841
ATCC[All Fields] AND 17994[All Fields]	ATCC	known_collection_prefix	high	2	0	2	0	0	manual_review_only	manual_review_only	gyrA(S81L) parC(S84L) adeL(∆I335A336) adeN(::IsAba1)
ATCC[All Fields] AND 17995[All Fields]	ATCC	known_collection_prefix	high	2	0	2	0	0	manual_review_only	manual_review_only	∆lpsB
ATCC[All Fields] AND 17996[All Fields]	ATCC	known_collection_prefix	high	2	0	2	0	0	manual_review_only	manual_review_only	gyrA(S81L) parC(S84L) adeL(∆I335A336) ∆lpsB
ATCC[All Fields] AND 33805[All Fields]	ATCC	known_collection_prefix	high	2	0	2	0	2	manual_review_only	manual_review_only	lncap_LNCAPPS5A_A7_SR 33805 oxalate_2.5_24
A[All Fields] AND 493[All Fields]	A	source_context_single_letter_code	low	2	0	2	0	2	manual_review_only	manual_review_only	Human sample from Homo sapiens
B[All Fields] AND 102166[All Fields]	B	source_context_single_letter_code	low	2	0	2	0	2	manual_review_only	manual_review_only	Genome Sequencing of Virus-Positive Human Respiratory Specimens
B[All Fields] AND 11393[All Fields]	B	source_context_single_letter_code	low	2	0	2	0	2	manual_review_only	manual_review_only	"Non-tumor DNA sample from Blood of a human male participant in the dbGaP study ""NHLBI TOPMed: My Life Our Future (MLOF) Research Repository of Patients with Hemophilia A (Factor VIII Deficiency) or Hemophilia B (Factor IX Deficiency)"""
B[All Fields] AND 7090[All Fields]	B	source_context_single_letter_code	low	2	0	2	0	2	manual_review_only	manual_review_only	NonDiarrhealControl
B[All Fields] AND 7790[All Fields]	B	source_context_single_letter_code	low	2	0	2	0	2	manual_review_only	manual_review_only	Metagenome-Assembled Genome spire_mag_00598520 in SPIRE v01 classified as UBA7702
CCM[All Fields] AND 1640[All Fields]	CCM	contextual_reference_code	medium	2	0	2	0	1	manual_review_only	manual_review_only	E6.18.1640
CCUG[All Fields] AND 43811[All Fields]	CCUG	known_collection_prefix	high	2	0	2	0	0	manual_review_only	manual_review_only	Arthrobacter luteolus NBRC 107841
CFBP[All Fields] AND 7171[All Fields]	CFBP	known_collection_prefix	high	2	0	2	0	2	manual_review_only	manual_review_only	Enterococcus faecium NBRC 100486
CIP[All Fields] AND 106789[All Fields]	CIP	known_collection_prefix	high	2	0	2	0	0	manual_review_only	manual_review_only	Arthrobacter luteolus NBRC 107841
DSMZ[All Fields] AND 13067[All Fields]	DSMZ	known_collection_prefix	high	2	0	2	0	2	manual_review_only	manual_review_only	MIGS Cultured Bacterial/Archaeal sample from Arthrobacter luteolus
DSM[All Fields] AND 50170[All Fields]	DSM	known_collection_prefix	high	2	0	2	0	0	manual_review_only	manual_review_only	Pathogen sample Stenotrophomonas maltophilia DSM 50170
ICMP[All Fields] AND 35[All Fields]	ICMP	known_collection_prefix	high	2	0	2	0	2	manual_review_only	manual_review_only	Microbe sample from Phytophthora pseudocryptogea
ICMP[All Fields] AND 451[All Fields]	ICMP	known_collection_prefix	high	2	0	2	0	0	manual_review_only	manual_review_only	Plant sample from Cenchrus americanus
ICMP[All Fields] AND 63[All Fields]	ICMP	known_collection_prefix	high	2	0	2	0	2	manual_review_only	manual_review_only	PgyICMP867
ICMP[All Fields] AND 65[All Fields]	ICMP	known_collection_prefix	high	2	0	2	0	2	manual_review_only	manual_review_only	PcsICMP9419
ICMP[All Fields] AND 84[All Fields]	ICMP	known_collection_prefix	high	2	0	2	0	2	manual_review_only	manual_review_only	PgyICMP5560
LMG[All Fields] AND 471[All Fields]	LMG	known_collection_prefix	high	2	0	2	0	2	manual_review_only	manual_review_only	Sporosarcina globispora NBRC 16082
LMG[All Fields] AND 499[All Fields]	LMG	known_collection_prefix	high	2	0	2	0	2	manual_review_only	manual_review_only	Brevibacillus laterosporus NBRC 15654
LMG[All Fields] AND 533[All Fields]	LMG	known_collection_prefix	high	2	0	2	0	2	manual_review_only	manual_review_only	Leuconostoc lactis NBRC 107866
LMG[All Fields] AND 543[All Fields]	LMG	known_collection_prefix	high	2	0	2	0	2	manual_review_only	manual_review_only	Leuconostoc mesenteroides subsp. cremoris NBRC 107766
LMG[All Fields] AND 556[All Fields]	LMG	known_collection_prefix	high	2	0	2	0	1	manual_review_only	manual_review_only	Pseudomonas fragi NBRC 3458
LMG[All Fields] AND 557[All Fields]	LMG	known_collection_prefix	high	2	0	2	0	2	manual_review_only	manual_review_only	Achromobacter piechaudii NBRC 102461
LMG[All Fields] AND 744[All Fields]	LMG	known_collection_prefix	high	2	0	2	0	2	manual_review_only	manual_review_only	Bacillus subtilis subsp. subtilis NBRC 13719
LMG[All Fields] AND 747[All Fields]	LMG	known_collection_prefix	high	2	0	2	0	2	manual_review_only	manual_review_only	Streptomyces griseus NBRC 12841
LMG[All Fields] AND 852[All Fields]	LMG	known_collection_prefix	high	2	0	2	0	2	manual_review_only	manual_review_only	Klebsiella pneumoniae subsp. rhinoscleromatis NBRC 105682
LMG[All Fields] AND 863[All Fields]	LMG	known_collection_prefix	high	2	0	2	0	2	manual_review_only	manual_review_only	Bacillus hisashii type strain N11
LMG[All Fields] AND 896[All Fields]	LMG	known_collection_prefix	high	2	0	2	0	1	manual_review_only	manual_review_only	Streptomyces flaveus NBRC 12190
LMG[All Fields] AND 925[All Fields]	LMG	known_collection_prefix	high	2	0	2	0	2	manual_review_only	manual_review_only	Brachybacterium alimentarium NBRC 16118
LMG[All Fields] AND 926[All Fields]	LMG	known_collection_prefix	high	2	0	2	0	2	manual_review_only	manual_review_only	Brachybacterium tyrofermentans NBRC 16119
LMG[All Fields] AND 937[All Fields]	LMG	known_collection_prefix	high	2	0	2	0	2	manual_review_only	manual_review_only	Azomonas insignis NBRC 102609
NCPPB[All Fields] AND 3950[All Fields]	NCPPB	ncppb_number	high	2	0	2	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Burkholderia gladioli NBRC 13700
NCPPB[All Fields] AND 793[All Fields]	NCPPB	ncppb_number	high	2	0	2	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Burkholderia gladioli NBRC 13700
PX[All Fields] AND 079[All Fields]	PX	contextual_reference_code	medium	2	0	2	0	2	manual_review_only	manual_review_only	PX-GW-079.S1
XCC[All Fields] AND 7[All Fields]	XCC	contextual_reference_code	medium	2	0	2	0	2	manual_review_only	manual_review_only	II3-2_copper oxichloride and Xcc
XL[All Fields] AND 59[All Fields] AND 6[All Fields]	XL	contextual_reference_code	medium	2	0	2	0	2	manual_review_only	manual_review_only	MIMS Environmental/Metagenome sample from plant metagenome
XR[All Fields] AND 117[All Fields]	XR	contextual_reference_code	medium	2	0	2	0	2	manual_review_only	manual_review_only	14660.LA064.ASD; Autism Spectrum Disorder -UCLA (ASD-UCLA)
XV[All Fields] AND 101[All Fields]	XV	contextual_reference_code	medium	2	0	2	0	2	manual_review_only	manual_review_only	Metagenome-assembled genome: binchicken_co327_101
XV[All Fields] AND 168[All Fields]	XV	contextual_reference_code	medium	2	0	2	0	2	manual_review_only	manual_review_only	xv_pro2_168
LMG[All Fields] AND 727[All Fields]	LMG	known_collection_prefix	high	3	2	1	2	1	keep_default	replace_all_fields_with_text_word_and_organism_then_pilot_attribute	Xanthomonas translucens pv. arrhenatheri LMG 727
LMG[All Fields] AND 728[All Fields]	LMG	known_collection_prefix	high	3	2	1	2	1	keep_default	replace_all_fields_with_text_word_and_organism_then_pilot_attribute	Xanthomonas translucens pv. poae LMG 728
NCPPB[All Fields] AND 2011[All Fields]	NCPPB	ncppb_number	high	3	0	1	2	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Draft genome sequence of Xanthomonas translucens pv. graminis NCPPB 3709
NCPPB[All Fields] AND 3035[All Fields]	NCPPB	ncppb_number	high	3	2	1	2	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Microbe sample from Xanthomonas phaseoli pv. phaseoli
NCPPB[All Fields] AND 381[All Fields]	NCPPB	ncppb_number	high	3	2	1	2	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Microbe sample from Xanthomonas citri pv. fuscans
NCPPB[All Fields] AND 416[All Fields]	NCPPB	ncppb_number	high	3	2	1	2	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Microbe sample from Xanthomonas arboricola pv. pruni
NCPPB[All Fields] AND 45[All Fields]	NCPPB	ncppb_number	high	3	1	1	2	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Draft genome sequence of Xanthomonas translucens pv. graminis NCPPB 3709
